invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-16270,2023-11-13,Inventory Purchase,General Inventory Purchase entry,5859.05,Debit,Sales,Various Wholesale,ACH
ACT-16271,2024-10-07,Office Supplies,General Office Supplies entry,5124.39,Debit,Marketing,Staples Business,Credit Card
ACT-16272,2024-11-14,Revenue,Daily Sales Deposit,7393.52,Credit,Sales,Customer Payments,Credit Card
ACT-16273,2024-02-21,Utilities,General Utilities entry,6291.11,Debit,Admin,City Power & Water,Credit Card
ACT-16274,2024-12-30,Office Supplies,General Office Supplies entry,1167.88,Debit,Admin,Staples Business,ACH
ACT-16275,2024-02-13,Office Supplies,General Office Supplies entry,163.26,Debit,Warehouse,Staples Business,Check
ACT-16276,2024-02-13,Office Supplies,General Office Supplies entry,163.26,Debit,Warehouse,Staples Business,Check
ACT-16277,2024-01-01,Revenue,Daily Sales Deposit,5802.34,Credit,Sales,Customer Payments,Credit Card
ACT-16278,2023-08-18,Office Supplies,General Office Supplies entry,1113.36,Debit,Admin,Staples Business,Credit Card
ACT-16279,2025-10-07,Office Supplies,General Office Supplies entry,4988.66,Debit,Marketing,Staples Business,Credit Card
ACT-16280,2025-12-22,Office Supplies,General Office Supplies entry,1035.46,Debit,Sales,Staples Business,Check
ACT-16281,2024-05-14,Office Supplies,General Office Supplies entry,2297.47,Debit,Marketing,Staples Business,ACH
ACT-16282,2025-10-29,Revenue,Daily Sales Deposit,5072.41,Credit,Sales,Customer Payments,Credit Card
ACT-16283,2023-10-21,Revenue,Daily Sales Deposit,7624.56,Credit,Sales,Customer Payments,Credit Card
ACT-16284,2023-05-11,Inventory Purchase,General Inventory Purchase entry,6928.49,Debit,Sales,Various Wholesale,ACH
ACT-16285,2023-01-11,Utilities,General Utilities entry,3999.89,Debit,Operations,City Power & Water,Check
ACT-16286,2023-02-21,Inventory Purchase,General Inventory Purchase entry,5578.77,Debit,Marketing,Various Wholesale,ACH
ACT-16287,2025-04-15,Revenue,Daily Sales Deposit,15074.98,Credit,Sales,Customer Payments,Check
ACT-16288,2023-08-19,Revenue,Daily Sales Deposit,6173.28,Credit,Sales,Customer Payments,Credit Card
ACT-16289,2024-08-04,Revenue,Daily Sales Deposit,18050.95,Credit,Sales,Customer Payments,ACH
ACT-16290,2025-08-11,Revenue,Daily Sales Deposit,23433.44,Credit,Sales,Customer Payments,Credit Card
ACT-16291,2023-09-04,Inventory Purchase,General Inventory Purchase entry,3490.45,Debit,Warehouse,Various Wholesale,Check
ACT-16292,2023-05-09,Inventory Purchase,General Inventory Purchase entry,2989.9,Debit,Marketing,Various Wholesale,ACH
ACT-16293,2024-12-31,Inventory Purchase,General Inventory Purchase entry,4234.5,Debit,Warehouse,Various Wholesale,Check
ACT-16294,2025-05-30,Inventory Purchase,General Inventory Purchase entry,7142.39,Debit,Warehouse,Various Wholesale,ACH
ACT-16295,2025-03-28,Inventory Purchase,General Inventory Purchase entry,1640.51,Debit,Operations,Various Wholesale,Credit Card
ACT-16296,2025-06-18,Office Supplies,General Office Supplies entry,5427.39,Debit,Warehouse,Staples Business,Check
ACT-16297,2024-10-31,Inventory Purchase,General Inventory Purchase entry,3570.92,Debit,Marketing,Various Wholesale,Credit Card
ACT-16298,2024-05-06,Office Supplies,General Office Supplies entry,5591.77,Debit,Marketing,Staples Business,ACH
ACT-16299,2025-05-26,Revenue,Daily Sales Deposit,5862.34,Credit,Sales,Customer Payments,Credit Card
ACT-16300,2023-02-03,Office Supplies,General Office Supplies entry,6579.86,Debit,Sales,Staples Business,Check
ACT-16301,2024-04-27,Office Supplies,General Office Supplies entry,7167.58,Debit,Sales,Staples Business,Check
ACT-16302,2024-02-22,Revenue,Daily Sales Deposit,13631.18,Credit,Sales,Customer Payments,ACH
ACT-16303,2024-09-20,Revenue,Daily Sales Deposit,14065.68,Credit,Sales,Customer Payments,Credit Card
ACT-16304,2023-08-05,Office Supplies,General Office Supplies entry,270.84,Debit,Marketing,Staples Business,ACH
ACT-16305,2023-04-06,Revenue,Daily Sales Deposit,14051.61,Credit,Sales,Customer Payments,ACH
ACT-16306,2024-07-27,Revenue,Daily Sales Deposit,5210.82,Credit,Sales,Customer Payments,Credit Card
ACT-16307,2023-07-06,Utilities,General Utilities entry,876.21,Debit,Warehouse,City Power & Water,Check
ACT-16308,2025-12-01,Revenue,Daily Sales Deposit,21774.25,Credit,Sales,Customer Payments,Credit Card
ACT-16309,2025-08-25,Revenue,Daily Sales Deposit,23308.43,Credit,Sales,Customer Payments,Check
ACT-16310,2023-02-17,Revenue,Daily Sales Deposit,13840.22,Credit,Sales,Customer Payments,Credit Card
ACT-16311,2023-03-03,Revenue,Daily Sales Deposit,20122.68,Credit,Sales,Customer Payments,ACH
ACT-16312,2023-04-30,Utilities,General Utilities entry,5114.62,Debit,Warehouse,City Power & Water,ACH
ACT-16313,2024-09-30,Utilities,General Utilities entry,7301.12,Debit,Operations,City Power & Water,Check
ACT-16314,2025-10-04,Inventory Purchase,General Inventory Purchase entry,5853.27,Debit,Sales,Various Wholesale,Check
ACT-16315,2024-10-22,Inventory Purchase,General Inventory Purchase entry,3987.83,Debit,Admin,Various Wholesale,ACH
ACT-16316,2025-09-27,Office Supplies,General Office Supplies entry,5564.93,Debit,Admin,Staples Business,ACH
ACT-16317,2025-12-07,Revenue,Daily Sales Deposit,17562.02,Credit,Sales,Customer Payments,Credit Card
ACT-16318,2024-03-19,Inventory Purchase,General Inventory Purchase entry,690.62,Debit,Marketing,Various Wholesale,ACH
ACT-16319,2025-03-23,Utilities,General Utilities entry,7682.1,Debit,Warehouse,City Power & Water,ACH
ACT-16320,2023-04-26,Utilities,General Utilities entry,817.3,Debit,Sales,City Power & Water,Credit Card
ACT-16321,2025-11-24,Inventory Purchase,General Inventory Purchase entry,5460.98,Debit,Warehouse,Various Wholesale,Credit Card
ACT-16322,2023-06-26,Utilities,General Utilities entry,1712.59,Debit,Marketing,City Power & Water,Check
ACT-16323,2025-04-17,Office Supplies,General Office Supplies entry,3672.49,Debit,Admin,Staples Business,ACH
ACT-16324,2024-03-19,Utilities,General Utilities entry,3918.3,Debit,Warehouse,City Power & Water,ACH
ACT-16325,2023-05-02,Inventory Purchase,General Inventory Purchase entry,212.5,Debit,Admin,Various Wholesale,Credit Card
ACT-16326,2025-05-02,Utilities,General Utilities entry,4697.21,Debit,Sales,City Power & Water,ACH
ACT-16327,2025-08-27,Office Supplies,General Office Supplies entry,2374.52,Debit,Sales,Staples Business,Credit Card
ACT-16328,2023-04-14,Utilities,General Utilities entry,1957.73,Debit,Marketing,City Power & Water,Check
ACT-16329,2024-06-28,Utilities,General Utilities entry,2568.56,Debit,Operations,City Power & Water,ACH
ACT-16330,2025-06-22,Inventory Purchase,General Inventory Purchase entry,1737.26,Debit,Sales,Various Wholesale,ACH
ACT-16331,2024-02-23,Office Supplies,General Office Supplies entry,4579.99,Debit,Sales,Staples Business,Check
ACT-16332,2023-12-09,Office Supplies,General Office Supplies entry,3524.68,Debit,Admin,Staples Business,Check
ACT-16333,2024-08-08,Utilities,General Utilities entry,6456.41,Debit,Sales,City Power & Water,ACH
ACT-16334,2024-07-17,Office Supplies,General Office Supplies entry,5174.72,Debit,Admin,Staples Business,Check
ACT-16335,2023-11-16,Inventory Purchase,General Inventory Purchase entry,4525.33,Debit,Operations,Various Wholesale,Check
ACT-16336,2023-04-18,Utilities,General Utilities entry,702.14,Debit,Admin,City Power & Water,Credit Card
ACT-16337,2023-12-12,Office Supplies,General Office Supplies entry,2446.19,Debit,Operations,Staples Business,ACH
ACT-16338,2025-03-11,Utilities,General Utilities entry,2352.16,Debit,Warehouse,City Power & Water,Credit Card
ACT-16339,2024-07-30,Inventory Purchase,General Inventory Purchase entry,7612.94,Debit,Sales,Various Wholesale,Check
ACT-16340,2025-01-17,Inventory Purchase,General Inventory Purchase entry,7821.16,Debit,Operations,Various Wholesale,ACH
ACT-16341,2025-08-17,Revenue,Daily Sales Deposit,13497.9,Credit,Sales,Customer Payments,Check
ACT-16342,2023-08-25,Utilities,General Utilities entry,4997.09,Debit,Operations,City Power & Water,Credit Card
ACT-16343,2023-08-02,Revenue,Daily Sales Deposit,8990.25,Credit,Sales,Customer Payments,Check
ACT-16344,2023-04-24,Inventory Purchase,General Inventory Purchase entry,5789.66,Debit,Warehouse,Various Wholesale,ACH
ACT-16345,2025-11-18,Revenue,Daily Sales Deposit,21566.3,Credit,Sales,Customer Payments,Credit Card
ACT-16346,2024-11-01,Revenue,Daily Sales Deposit,19265.72,Credit,Sales,Customer Payments,Check
ACT-16347,2024-11-14,Utilities,General Utilities entry,1611.02,Debit,Operations,City Power & Water,Credit Card
ACT-16348,2025-04-27,Inventory Purchase,General Inventory Purchase entry,1328.88,Debit,Warehouse,Various Wholesale,Check
ACT-16349,2025-11-09,Inventory Purchase,General Inventory Purchase entry,4462.4,Debit,Sales,Various Wholesale,Check
ACT-16350,2025-04-14,Utilities,General Utilities entry,1419.31,Debit,Admin,City Power & Water,Check
ACT-16351,2025-05-17,Inventory Purchase,General Inventory Purchase entry,3182.14,Debit,Marketing,Various Wholesale,ACH
ACT-16352,2025-12-26,Utilities,General Utilities entry,2559.85,Debit,Marketing,City Power & Water,Check
ACT-16353,2024-04-23,Revenue,Daily Sales Deposit,20346.47,Credit,Sales,Customer Payments,Check
ACT-16354,2025-07-24,Utilities,General Utilities entry,3172.99,Debit,Marketing,City Power & Water,Credit Card
ACT-16355,2025-09-13,Office Supplies,General Office Supplies entry,6541.99,Debit,Operations,Staples Business,Check
ACT-16356,2025-08-31,Revenue,Daily Sales Deposit,15737.68,Credit,Sales,Customer Payments,ACH
ACT-16357,2024-12-04,Inventory Purchase,General Inventory Purchase entry,3371.77,Debit,Warehouse,Various Wholesale,Credit Card
ACT-16358,2023-10-29,Inventory Purchase,General Inventory Purchase entry,6794.46,Debit,Sales,Various Wholesale,Check
ACT-16359,2025-12-25,Revenue,Daily Sales Deposit,19246.14,Credit,Sales,Customer Payments,Credit Card
ACT-16360,2025-07-07,Revenue,Daily Sales Deposit,12350.07,Credit,Sales,Customer Payments,Check
ACT-16361,2023-01-18,Utilities,General Utilities entry,1731.33,Debit,Admin,City Power & Water,Check
ACT-16362,2023-10-01,Office Supplies,General Office Supplies entry,2337.78,Debit,Marketing,Staples Business,Check
ACT-16363,2023-08-25,Utilities,General Utilities entry,5674.45,Debit,Operations,City Power & Water,ACH
ACT-16364,2023-10-07,Utilities,General Utilities entry,1844.27,Debit,Warehouse,City Power & Water,ACH
ACT-16365,2023-05-03,Office Supplies,General Office Supplies entry,319.89,Debit,Admin,Staples Business,Credit Card
ACT-16366,2024-10-18,Office Supplies,General Office Supplies entry,7901.94,Debit,Warehouse,Staples Business,Check
ACT-16367,2025-10-30,Revenue,Daily Sales Deposit,16438.22,Credit,Sales,Customer Payments,Credit Card
ACT-16368,2025-12-17,Inventory Purchase,General Inventory Purchase entry,4921.87,Debit,Admin,Various Wholesale,ACH
ACT-16369,2024-05-21,Office Supplies,General Office Supplies entry,6526.01,Debit,Admin,Staples Business,Check
ACT-16370,2023-08-14,Inventory Purchase,General Inventory Purchase entry,616.9,Debit,Admin,Various Wholesale,Check
ACT-16371,2024-04-03,Revenue,Daily Sales Deposit,14517.32,Credit,Sales,Customer Payments,ACH
ACT-16372,2023-05-10,Utilities,General Utilities entry,5048.48,Debit,Admin,City Power & Water,Check
ACT-16373,2024-05-01,Revenue,Daily Sales Deposit,12678.84,Credit,Sales,Customer Payments,Check
ACT-16374,2025-09-01,Inventory Purchase,General Inventory Purchase entry,4125.62,Debit,Warehouse,Various Wholesale,ACH
ACT-16375,2023-05-16,Revenue,Daily Sales Deposit,17066.71,Credit,Sales,Customer Payments,Credit Card
ACT-16376,2023-12-04,Inventory Purchase,General Inventory Purchase entry,394.13,Debit,Operations,Various Wholesale,ACH
ACT-16377,2023-11-22,Utilities,General Utilities entry,4097.87,Debit,Admin,City Power & Water,Check
ACT-16378,2025-07-29,Inventory Purchase,General Inventory Purchase entry,5660.6,Debit,Warehouse,Various Wholesale,ACH
ACT-16379,2023-10-09,Revenue,Daily Sales Deposit,13523.37,Credit,Sales,Customer Payments,Check
ACT-16380,2023-11-10,Office Supplies,General Office Supplies entry,4691.08,Debit,Operations,Staples Business,Check
ACT-16381,2024-10-22,Revenue,Daily Sales Deposit,7001.06,Credit,Sales,Customer Payments,Credit Card
ACT-16382,2025-11-26,Revenue,Daily Sales Deposit,22574.26,Credit,Sales,Customer Payments,Credit Card
ACT-16383,2024-10-12,Inventory Purchase,General Inventory Purchase entry,2144.74,Debit,Warehouse,Various Wholesale,ACH
ACT-16384,2025-01-30,Revenue,Daily Sales Deposit,12485.01,Credit,Sales,Customer Payments,Check
ACT-16385,2024-02-01,Revenue,Daily Sales Deposit,5018.23,Credit,Sales,Customer Payments,Check
ACT-16386,2023-10-27,Utilities,General Utilities entry,5057.98,Debit,Sales,City Power & Water,Check
ACT-16387,2023-02-10,Revenue,Daily Sales Deposit,10063.45,Credit,Sales,Customer Payments,Credit Card
ACT-16388,2025-11-12,Inventory Purchase,General Inventory Purchase entry,5440.48,Debit,Marketing,Various Wholesale,Credit Card
ACT-16389,2025-05-16,Revenue,Daily Sales Deposit,22965.54,Credit,Sales,Customer Payments,Credit Card
ACT-16390,2023-12-01,Revenue,Daily Sales Deposit,16302.34,Credit,Sales,Customer Payments,ACH
ACT-16391,2025-11-03,Office Supplies,General Office Supplies entry,6942.75,Debit,Sales,Staples Business,ACH
ACT-16392,2025-11-03,Office Supplies,General Office Supplies entry,6942.75,Debit,Sales,Staples Business,ACH
ACT-16393,2024-10-30,Office Supplies,General Office Supplies entry,1077.98,Debit,Admin,Staples Business,ACH
ACT-16394,2025-12-28,Revenue,Daily Sales Deposit,24671.73,Credit,Sales,Customer Payments,ACH
ACT-16395,2023-04-20,Inventory Purchase,General Inventory Purchase entry,1971.45,Debit,Admin,Various Wholesale,Check
ACT-16396,2024-11-26,Inventory Purchase,General Inventory Purchase entry,6494.07,Debit,Admin,Various Wholesale,Check
ACT-16397,2023-03-28,Revenue,Daily Sales Deposit,19950.32,Credit,Sales,Customer Payments,ACH
ACT-16398,2024-08-06,Office Supplies,General Office Supplies entry,2216.88,Debit,Warehouse,Staples Business,Check
ACT-16399,2025-02-02,Inventory Purchase,General Inventory Purchase entry,6377.59,Debit,Sales,Various Wholesale,Credit Card
ACT-16400,2025-11-19,Office Supplies,General Office Supplies entry,2979.98,Debit,Operations,Staples Business,Credit Card
ACT-16401,2025-01-04,Revenue,Daily Sales Deposit,19058.07,Credit,Sales,Customer Payments,Check
ACT-16402,2024-11-28,Revenue,Daily Sales Deposit,10714.16,Credit,Sales,Customer Payments,Credit Card
ACT-16403,2025-09-08,Utilities,General Utilities entry,2003.65,Debit,Marketing,City Power & Water,ACH
ACT-16404,2025-01-24,Office Supplies,General Office Supplies entry,4828.81,Debit,Admin,Staples Business,Check
ACT-16405,2024-11-06,Revenue,Daily Sales Deposit,8060.3,Credit,Sales,Customer Payments,Check
ACT-16406,2023-09-11,Utilities,General Utilities entry,2238.67,Debit,Marketing,City Power & Water,Credit Card
ACT-16407,2023-04-30,Revenue,Daily Sales Deposit,14790.1,Credit,Sales,Customer Payments,Check
ACT-16408,2025-10-13,Revenue,Daily Sales Deposit,8412.6,Credit,Sales,Customer Payments,Credit Card
ACT-16409,2025-12-13,Revenue,Daily Sales Deposit,12023.91,Credit,Sales,Customer Payments,Check
ACT-16410,2025-01-01,Inventory Purchase,General Inventory Purchase entry,3752.66,Debit,Operations,Various Wholesale,Credit Card
ACT-16411,2025-07-31,Revenue,Daily Sales Deposit,22793.49,Credit,Sales,Customer Payments,Credit Card
ACT-16412,2023-09-05,Utilities,General Utilities entry,6283.53,Debit,Operations,City Power & Water,Check
ACT-16413,2025-01-09,Office Supplies,General Office Supplies entry,1748.78,Debit,Marketing,Staples Business,Check
ACT-16414,2024-09-20,Utilities,General Utilities entry,4523.65,Debit,Sales,City Power & Water,Credit Card
ACT-16415,2023-10-31,Utilities,General Utilities entry,2482.97,Debit,Sales,City Power & Water,Check
ACT-16416,2024-08-08,Utilities,General Utilities entry,165.72,Debit,Sales,City Power & Water,Check
ACT-16417,2023-11-21,Utilities,General Utilities entry,868.14,Debit,Sales,City Power & Water,Credit Card
ACT-16418,2024-06-22,Revenue,Daily Sales Deposit,6081.63,Credit,Sales,Customer Payments,ACH
ACT-16419,2023-10-28,Utilities,General Utilities entry,4436.87,Debit,Sales,City Power & Water,ACH
ACT-16420,2023-12-03,Revenue,Daily Sales Deposit,6660.34,Credit,Sales,Customer Payments,ACH
ACT-16421,2023-04-20,Inventory Purchase,General Inventory Purchase entry,3843.15,Debit,Warehouse,Various Wholesale,ACH
ACT-16422,2024-08-22,Utilities,General Utilities entry,5109.95,Debit,Marketing,City Power & Water,ACH
ACT-16423,2025-07-06,Utilities,General Utilities entry,1939.44,Debit,Sales,City Power & Water,Check
ACT-16424,2023-01-17,Inventory Purchase,General Inventory Purchase entry,7444.93,Debit,Operations,Various Wholesale,ACH
ACT-16425,2025-07-10,Revenue,Daily Sales Deposit,9801.67,Credit,Sales,Customer Payments,Check
ACT-16426,2025-09-10,Utilities,General Utilities entry,3445.98,Debit,Operations,City Power & Water,Check
ACT-16427,2024-02-17,Utilities,General Utilities entry,4593.96,Debit,Marketing,City Power & Water,Check
ACT-16428,2024-11-04,Office Supplies,General Office Supplies entry,1839.37,Debit,Admin,Staples Business,Credit Card
ACT-16429,2023-07-08,Revenue,Daily Sales Deposit,16651.52,Credit,Sales,Customer Payments,Check
ACT-16430,2023-04-25,Inventory Purchase,General Inventory Purchase entry,6826.66,Debit,Warehouse,Various Wholesale,Check
ACT-16431,2025-06-15,Utilities,General Utilities entry,1592.88,Debit,Marketing,City Power & Water,Check
ACT-16432,2023-09-30,Revenue,Daily Sales Deposit,13042.87,Credit,Sales,Customer Payments,ACH
ACT-16433,2024-09-09,Revenue,Daily Sales Deposit,14271.75,Credit,Sales,Customer Payments,Credit Card
ACT-16434,2025-09-22,Revenue,Daily Sales Deposit,6582.48,Credit,Sales,Customer Payments,Check
ACT-16435,2024-02-12,Revenue,Daily Sales Deposit,23521.54,Credit,Sales,Customer Payments,Check
ACT-16436,2023-03-31,Inventory Purchase,General Inventory Purchase entry,6385.92,Debit,Warehouse,Various Wholesale,Credit Card
ACT-16437,2023-02-08,Revenue,Daily Sales Deposit,13890.13,Credit,Sales,Customer Payments,Credit Card
ACT-16438,2024-10-22,Revenue,Daily Sales Deposit,6962.89,Credit,Sales,Customer Payments,ACH
ACT-16439,2025-03-11,Utilities,General Utilities entry,4548.82,Debit,Operations,City Power & Water,ACH
ACT-16440,2025-03-05,Inventory Purchase,General Inventory Purchase entry,4358.55,Debit,Admin,Various Wholesale,Check
ACT-16441,2023-04-30,Office Supplies,General Office Supplies entry,3698.44,Debit,Sales,Staples Business,Credit Card
ACT-16442,2023-08-05,Inventory Purchase,General Inventory Purchase entry,4832.86,Debit,Operations,Various Wholesale,Check
ACT-16443,2025-09-20,Revenue,Daily Sales Deposit,7467.41,Credit,Sales,Customer Payments,Check
ACT-16444,2025-06-14,Revenue,Daily Sales Deposit,20543.21,Credit,Sales,Customer Payments,Check
ACT-16445,2025-08-23,Inventory Purchase,General Inventory Purchase entry,1909.1,Debit,Admin,Various Wholesale,Check
ACT-16446,2025-02-15,Utilities,General Utilities entry,6913.36,Debit,Operations,City Power & Water,ACH
ACT-16447,2024-07-09,Revenue,Daily Sales Deposit,6249.31,Credit,Sales,Customer Payments,ACH
ACT-16448,2025-02-24,Office Supplies,General Office Supplies entry,6149.11,Debit,Warehouse,Staples Business,Credit Card
ACT-16449,2024-05-24,Office Supplies,General Office Supplies entry,6055.6,Debit,Marketing,Staples Business,Check
ACT-16450,2024-09-15,Revenue,Daily Sales Deposit,14988.83,Credit,Sales,Customer Payments,Credit Card
ACT-16451,2023-08-01,Revenue,Daily Sales Deposit,20924.09,Credit,Sales,Customer Payments,Check
ACT-16452,2024-01-22,Inventory Purchase,General Inventory Purchase entry,1823.84,Debit,Marketing,Various Wholesale,Credit Card
ACT-16453,2024-06-07,Revenue,Daily Sales Deposit,22437.31,Credit,Sales,Customer Payments,Credit Card
ACT-16454,2025-09-09,Utilities,General Utilities entry,6391.52,Debit,Warehouse,City Power & Water,Check
ACT-16455,2024-01-06,Revenue,Daily Sales Deposit,13921.8,Credit,Sales,Customer Payments,Credit Card
ACT-16456,2023-10-25,Inventory Purchase,General Inventory Purchase entry,7310.66,Debit,Marketing,Various Wholesale,Credit Card
ACT-16457,2025-05-02,Office Supplies,General Office Supplies entry,6476.11,Debit,Operations,Staples Business,Check
ACT-16458,2023-12-30,Utilities,General Utilities entry,6796.11,Debit,Admin,City Power & Water,ACH
ACT-16459,2025-06-26,Office Supplies,General Office Supplies entry,131.18,Debit,Operations,Staples Business,Check
ACT-16460,2025-08-28,Revenue,Daily Sales Deposit,10801.52,Credit,Sales,Customer Payments,Check
ACT-16461,2023-10-16,Inventory Purchase,General Inventory Purchase entry,6451.35,Debit,Marketing,Various Wholesale,Check
ACT-16462,2024-09-28,Inventory Purchase,General Inventory Purchase entry,1820.26,Debit,Sales,Various Wholesale,ACH
ACT-16463,2023-05-05,Revenue,Daily Sales Deposit,10780.85,Credit,Sales,Customer Payments,Credit Card
ACT-16464,2023-06-12,Revenue,Daily Sales Deposit,19113.55,Credit,Sales,Customer Payments,Check
ACT-16465,2024-03-01,Inventory Purchase,General Inventory Purchase entry,5660.38,Debit,Warehouse,Various Wholesale,Check
ACT-16466,2023-03-07,Office Supplies,General Office Supplies entry,2790.79,Debit,Marketing,Staples Business,Credit Card
ACT-16467,2023-10-04,Revenue,Daily Sales Deposit,6373.45,Credit,Sales,Customer Payments,Check
ACT-16468,2023-10-25,Office Supplies,General Office Supplies entry,3840.74,Debit,Warehouse,Staples Business,Credit Card
ACT-16469,2025-07-19,Revenue,Daily Sales Deposit,11574.58,Credit,Sales,Customer Payments,Credit Card
ACT-16470,2023-09-09,Inventory Purchase,General Inventory Purchase entry,4694.62,Debit,Admin,Various Wholesale,Check
ACT-16471,2024-06-28,Inventory Purchase,General Inventory Purchase entry,995.8,Debit,Admin,Various Wholesale,ACH
ACT-16472,2023-04-09,Utilities,General Utilities entry,7217.4,Debit,Marketing,City Power & Water,Credit Card
ACT-16473,2025-07-15,Revenue,Daily Sales Deposit,15141.52,Credit,Sales,Customer Payments,ACH
ACT-16474,2024-11-07,Inventory Purchase,General Inventory Purchase entry,5902.19,Debit,Marketing,Various Wholesale,ACH
ACT-16475,2025-02-22,Revenue,Daily Sales Deposit,20679.75,Credit,Sales,Customer Payments,Credit Card
ACT-16476,2025-06-25,Utilities,General Utilities entry,5939.12,Debit,Sales,City Power & Water,Check
ACT-16477,2025-06-25,Utilities,General Utilities entry,5939.12,Debit,Sales,City Power & Water,Check
ACT-16478,2025-10-30,Revenue,Daily Sales Deposit,14873.36,Credit,Sales,Customer Payments,Credit Card
ACT-16479,2024-10-10,Office Supplies,General Office Supplies entry,474.11,Debit,Admin,Staples Business,Credit Card
ACT-16480,2025-06-15,Office Supplies,General Office Supplies entry,5558.64,Debit,Operations,Staples Business,Check
ACT-16481,2023-11-02,Inventory Purchase,General Inventory Purchase entry,839.29,Debit,Operations,Various Wholesale,Check
ACT-16482,2025-03-08,Inventory Purchase,General Inventory Purchase entry,2586.23,Debit,Marketing,Various Wholesale,Check
ACT-16483,2024-07-05,Utilities,General Utilities entry,5969.18,Debit,Sales,City Power & Water,ACH
ACT-16484,2024-11-09,Office Supplies,General Office Supplies entry,6005.49,Debit,Warehouse,Staples Business,ACH
ACT-16485,2025-03-04,Inventory Purchase,General Inventory Purchase entry,5949.33,Debit,Warehouse,Various Wholesale,Check
ACT-16486,2023-02-05,Revenue,Daily Sales Deposit,16775.6,Credit,Sales,Customer Payments,Check
ACT-16487,2023-12-29,Inventory Purchase,General Inventory Purchase entry,6174.17,Debit,Admin,Various Wholesale,Credit Card
ACT-16488,2023-05-01,Utilities,General Utilities entry,6689.1,Debit,Sales,City Power & Water,ACH
ACT-16489,2023-08-01,Utilities,General Utilities entry,7014.14,Debit,Operations,City Power & Water,ACH
ACT-16490,2024-09-08,Revenue,Daily Sales Deposit,21771.67,Credit,Sales,Customer Payments,ACH
ACT-16491,2024-04-28,Revenue,Daily Sales Deposit,13745.99,Credit,Sales,Customer Payments,Credit Card
ACT-16492,2023-09-18,Revenue,Daily Sales Deposit,12526.47,Credit,Sales,Customer Payments,Credit Card
ACT-16493,2024-03-09,Utilities,General Utilities entry,2207.31,Debit,Sales,City Power & Water,Check
ACT-16494,2023-05-21,Revenue,Daily Sales Deposit,12279.88,Credit,Sales,Customer Payments,Credit Card
ACT-16495,2025-10-10,Revenue,Daily Sales Deposit,6559.1,Credit,Sales,Customer Payments,Check
ACT-16496,2025-06-23,Revenue,Daily Sales Deposit,15329.77,Credit,Sales,Customer Payments,Check
ACT-16497,2025-04-08,Revenue,Daily Sales Deposit,22010.57,Credit,Sales,Customer Payments,Credit Card
ACT-16498,2025-04-17,Revenue,Daily Sales Deposit,11615.83,Credit,Sales,Customer Payments,Check
ACT-16499,2024-10-12,Inventory Purchase,General Inventory Purchase entry,3813.5,Debit,Admin,Various Wholesale,Credit Card
ACT-16500,2025-04-14,Utilities,General Utilities entry,4575.72,Debit,Operations,City Power & Water,ACH
ACT-16501,2024-04-06,Office Supplies,General Office Supplies entry,5550.36,Debit,Operations,Staples Business,Credit Card
ACT-16502,2024-02-10,Office Supplies,General Office Supplies entry,2816.79,Debit,Admin,Staples Business,Credit Card
ACT-16503,2023-10-06,Revenue,Daily Sales Deposit,10569.6,Credit,Sales,Customer Payments,ACH
ACT-16504,2025-09-08,Revenue,Daily Sales Deposit,5397.55,Credit,Sales,Customer Payments,ACH
ACT-16505,2024-11-01,Revenue,Daily Sales Deposit,12125.13,Credit,Sales,Customer Payments,Credit Card
ACT-16506,2023-07-21,Utilities,General Utilities entry,1822.46,Debit,Warehouse,City Power & Water,ACH
ACT-16507,2023-04-16,Utilities,General Utilities entry,3506.01,Debit,Marketing,City Power & Water,ACH
ACT-16508,2024-11-09,Inventory Purchase,General Inventory Purchase entry,3046.46,Debit,Sales,Various Wholesale,Check
ACT-16509,2024-01-05,Inventory Purchase,General Inventory Purchase entry,1202.29,Debit,Warehouse,Various Wholesale,Credit Card
ACT-16510,2023-07-11,Revenue,Daily Sales Deposit,22841.34,Credit,Sales,Customer Payments,ACH
ACT-16511,2023-12-09,Revenue,Daily Sales Deposit,7837.17,Credit,Sales,Customer Payments,Check
ACT-16512,2023-09-01,Office Supplies,General Office Supplies entry,5387.76,Debit,Operations,Staples Business,Check
ACT-16513,2023-01-02,Inventory Purchase,General Inventory Purchase entry,5025.36,Debit,Sales,Various Wholesale,Credit Card
ACT-16514,2025-05-28,Office Supplies,General Office Supplies entry,4574.67,Debit,Sales,Staples Business,ACH
ACT-16515,2024-04-08,Revenue,Daily Sales Deposit,8558.25,Credit,Sales,Customer Payments,Check
ACT-16516,2024-01-25,Office Supplies,General Office Supplies entry,277.84,Debit,Operations,Staples Business,Check
ACT-16517,2025-06-19,Utilities,General Utilities entry,1607.5,Debit,Warehouse,City Power & Water,ACH
ACT-16518,2025-08-04,Office Supplies,General Office Supplies entry,690.98,Debit,Marketing,Staples Business,Check
ACT-16519,2025-03-07,Revenue,Daily Sales Deposit,16872.34,Credit,Sales,Customer Payments,Credit Card
ACT-16520,2025-12-04,Utilities,General Utilities entry,7364.76,Debit,Marketing,City Power & Water,Check
ACT-16521,2025-01-18,Revenue,Daily Sales Deposit,24913.29,Credit,Sales,Customer Payments,Check
