invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-15821,2024-12-09,Office Supplies,General Office Supplies entry,1921.31,Debit,Operations,Staples Business,Check
ACT-15822,2025-06-09,Revenue,Daily Sales Deposit,5717.24,Credit,Sales,Customer Payments,Credit Card
ACT-15823,2025-10-12,Revenue,Daily Sales Deposit,4313.48,Credit,Sales,Customer Payments,Check
ACT-15824,2025-07-14,Revenue,Daily Sales Deposit,1631.24,Credit,Sales,Customer Payments,ACH
ACT-15825,2025-07-17,Office Supplies,General Office Supplies entry,1131.85,Debit,Warehouse,Staples Business,Credit Card
ACT-15826,2024-08-27,Office Supplies,General Office Supplies entry,422.26,Debit,Admin,Staples Business,Check
ACT-15827,2024-02-10,Office Supplies,General Office Supplies entry,621.41,Debit,Marketing,Staples Business,Check
ACT-15828,2024-09-02,Inventory Purchase,General Inventory Purchase entry,969.18,Debit,Marketing,Various Wholesale,Check
ACT-15829,2024-06-28,Inventory Purchase,General Inventory Purchase entry,570.89,Debit,Operations,Various Wholesale,ACH
ACT-15830,2024-03-17,Utilities,General Utilities entry,1213.54,Debit,Marketing,City Power & Water,Check
ACT-15831,2023-07-22,Utilities,General Utilities entry,999.12,Debit,Marketing,City Power & Water,ACH
ACT-15832,2023-07-13,Revenue,Daily Sales Deposit,4253.54,Credit,Sales,Customer Payments,ACH
ACT-15833,2025-01-11,Revenue,Daily Sales Deposit,2066.27,Credit,Sales,Customer Payments,ACH
ACT-15834,2025-08-27,Revenue,Daily Sales Deposit,3509.08,Credit,Sales,Customer Payments,Credit Card
ACT-15835,2025-05-04,Inventory Purchase,General Inventory Purchase entry,634.71,Debit,Operations,Various Wholesale,Check
ACT-15836,2025-08-05,Revenue,Daily Sales Deposit,2800.08,Credit,Sales,Customer Payments,ACH
ACT-15837,2023-01-07,Revenue,Daily Sales Deposit,2534.1,Credit,Sales,Customer Payments,ACH
ACT-15838,2024-07-11,Office Supplies,General Office Supplies entry,880.5,Debit,Operations,Staples Business,Credit Card
ACT-15839,2024-11-05,Revenue,Daily Sales Deposit,5625.84,Credit,Sales,Customer Payments,ACH
ACT-15840,2024-04-16,Utilities,General Utilities entry,1902.94,Debit,Marketing,City Power & Water,Check
ACT-15841,2024-12-17,Office Supplies,General Office Supplies entry,1671.54,Debit,Warehouse,Staples Business,Credit Card
ACT-15842,2024-12-10,Inventory Purchase,General Inventory Purchase entry,51.18,Debit,Admin,Various Wholesale,ACH
ACT-15843,2024-10-01,Revenue,Daily Sales Deposit,1257.77,Credit,Sales,Customer Payments,Check
ACT-15844,2025-11-29,Office Supplies,General Office Supplies entry,1333.13,Debit,Warehouse,Staples Business,Check
ACT-15845,2023-03-18,Inventory Purchase,General Inventory Purchase entry,176.01,Debit,Warehouse,Various Wholesale,Credit Card
ACT-15846,2024-01-18,Office Supplies,General Office Supplies entry,727.79,Debit,Operations,Staples Business,Credit Card
ACT-15847,2024-11-26,Revenue,Daily Sales Deposit,6056.1,Credit,Sales,Customer Payments,Check
ACT-15848,2025-04-01,Utilities,General Utilities entry,1169.82,Debit,Warehouse,City Power & Water,Check
ACT-15849,2025-01-08,Office Supplies,General Office Supplies entry,563.71,Debit,Marketing,Staples Business,Check
ACT-15850,2024-02-10,Revenue,Daily Sales Deposit,3975.7,Credit,Sales,Customer Payments,Check
ACT-15851,2025-02-28,Utilities,General Utilities entry,595.88,Debit,Operations,City Power & Water,Credit Card
ACT-15852,2023-01-28,Revenue,Daily Sales Deposit,4906.66,Credit,Sales,Customer Payments,Credit Card
ACT-15853,2025-12-29,Office Supplies,General Office Supplies entry,1461.82,Debit,Sales,Staples Business,Check
ACT-15854,2025-01-10,Utilities,General Utilities entry,1222.7,Debit,Warehouse,City Power & Water,Credit Card
ACT-15855,2024-10-07,Utilities,General Utilities entry,1805.03,Debit,Operations,City Power & Water,Credit Card
ACT-15856,2024-12-01,Utilities,General Utilities entry,558.02,Debit,Marketing,City Power & Water,Credit Card
ACT-15857,2025-09-17,Revenue,Daily Sales Deposit,2514.84,Credit,Sales,Customer Payments,Check
ACT-15858,2024-12-29,Inventory Purchase,General Inventory Purchase entry,978.22,Debit,Warehouse,Various Wholesale,Check
ACT-15859,2024-07-12,Inventory Purchase,General Inventory Purchase entry,1781.93,Debit,Sales,Various Wholesale,Credit Card
ACT-15860,2024-11-27,Utilities,General Utilities entry,1863.92,Debit,Operations,City Power & Water,Credit Card
ACT-15861,2025-10-05,Office Supplies,General Office Supplies entry,473.34,Debit,Admin,Staples Business,Check
ACT-15862,2025-12-26,Utilities,General Utilities entry,593.89,Debit,Sales,City Power & Water,Credit Card
ACT-15863,2024-10-31,Revenue,Daily Sales Deposit,4622.02,Credit,Sales,Customer Payments,Check
ACT-15864,2024-02-12,Revenue,Daily Sales Deposit,2735.73,Credit,Sales,Customer Payments,Check
ACT-15865,2024-06-21,Revenue,Daily Sales Deposit,5664.82,Credit,Sales,Customer Payments,ACH
ACT-15866,2025-09-01,Inventory Purchase,General Inventory Purchase entry,1853.33,Debit,Operations,Various Wholesale,Credit Card
ACT-15867,2024-08-04,Utilities,General Utilities entry,866.43,Debit,Admin,City Power & Water,Check
ACT-15868,2024-01-04,Inventory Purchase,General Inventory Purchase entry,1188.11,Debit,Sales,Various Wholesale,ACH
ACT-15869,2023-01-30,Revenue,Daily Sales Deposit,4405.08,Credit,Sales,Customer Payments,Credit Card
ACT-15870,2025-05-04,Office Supplies,General Office Supplies entry,1040.13,Debit,Sales,Staples Business,Check
ACT-15871,2025-11-09,Utilities,General Utilities entry,237.48,Debit,Sales,City Power & Water,Check
ACT-15872,2023-03-23,Revenue,Daily Sales Deposit,5284.88,Credit,Sales,Customer Payments,ACH
ACT-15873,2024-06-23,Utilities,General Utilities entry,497.12,Debit,Sales,City Power & Water,ACH
ACT-15874,2023-08-17,Inventory Purchase,General Inventory Purchase entry,1192.22,Debit,Admin,Various Wholesale,Check
ACT-15875,2023-04-09,Utilities,General Utilities entry,1737.26,Debit,Operations,City Power & Water,Check
ACT-15876,2023-04-01,Inventory Purchase,General Inventory Purchase entry,1467.47,Debit,Sales,Various Wholesale,Check
ACT-15877,2024-04-20,Inventory Purchase,General Inventory Purchase entry,31.89,Debit,Marketing,Various Wholesale,Credit Card
ACT-15878,2023-01-21,Revenue,Daily Sales Deposit,2281.92,Credit,Sales,Customer Payments,Check
ACT-15879,2025-04-16,Utilities,General Utilities entry,1470.56,Debit,Admin,City Power & Water,Credit Card
ACT-15880,2023-05-04,Inventory Purchase,General Inventory Purchase entry,939.86,Debit,Operations,Various Wholesale,Check
ACT-15881,2025-11-24,Revenue,Daily Sales Deposit,6017.33,Credit,Sales,Customer Payments,Credit Card
ACT-15882,2023-04-17,Utilities,General Utilities entry,1220.95,Debit,Sales,City Power & Water,Credit Card
ACT-15883,2023-12-02,Revenue,Daily Sales Deposit,5288.36,Credit,Sales,Customer Payments,ACH
ACT-15884,2023-05-09,Revenue,Daily Sales Deposit,3595.75,Credit,Sales,Customer Payments,Check
ACT-15885,2024-03-24,Revenue,Daily Sales Deposit,5498.84,Credit,Sales,Customer Payments,ACH
ACT-15886,2024-03-23,Utilities,General Utilities entry,496.08,Debit,Warehouse,City Power & Water,Credit Card
ACT-15887,2024-05-20,Revenue,Daily Sales Deposit,2634.13,Credit,Sales,Customer Payments,Credit Card
ACT-15888,2023-07-31,Revenue,Daily Sales Deposit,3197.09,Credit,Sales,Customer Payments,Check
ACT-15889,2023-03-09,Utilities,General Utilities entry,604.45,Debit,Admin,City Power & Water,ACH
ACT-15890,2025-10-08,Revenue,Daily Sales Deposit,4679.06,Credit,Sales,Customer Payments,ACH
ACT-15891,2024-01-09,Inventory Purchase,General Inventory Purchase entry,1635.76,Debit,Operations,Various Wholesale,Credit Card
ACT-15892,2025-07-31,Revenue,Daily Sales Deposit,2643.85,Credit,Sales,Customer Payments,ACH
ACT-15893,2025-03-06,Office Supplies,General Office Supplies entry,1591.5,Debit,Sales,Staples Business,Credit Card
ACT-15894,2024-02-21,Revenue,Daily Sales Deposit,5662.72,Credit,Sales,Customer Payments,Credit Card
ACT-15895,2024-03-27,Revenue,Daily Sales Deposit,2269.64,Credit,Sales,Customer Payments,Check
ACT-15896,2023-06-28,Utilities,General Utilities entry,270.86,Debit,Operations,City Power & Water,Check
ACT-15897,2023-02-13,Inventory Purchase,General Inventory Purchase entry,1286.82,Debit,Marketing,Various Wholesale,Credit Card
ACT-15898,2023-04-29,Inventory Purchase,General Inventory Purchase entry,1577.42,Debit,Sales,Various Wholesale,Check
ACT-15899,2023-04-29,Inventory Purchase,General Inventory Purchase entry,1577.42,Debit,Sales,Various Wholesale,Check
ACT-15900,2024-12-03,Revenue,Daily Sales Deposit,2385.38,Credit,Sales,Customer Payments,ACH
ACT-15901,2025-09-25,Utilities,General Utilities entry,536.67,Debit,Marketing,City Power & Water,Credit Card
ACT-15902,2025-08-22,Utilities,General Utilities entry,1261.24,Debit,Admin,City Power & Water,Check
ACT-15903,2024-09-29,Office Supplies,General Office Supplies entry,953.19,Debit,Warehouse,Staples Business,Credit Card
ACT-15904,2023-11-06,Utilities,General Utilities entry,853.4,Debit,Admin,City Power & Water,Check
ACT-15905,2024-11-06,Utilities,General Utilities entry,1579.42,Debit,Operations,City Power & Water,ACH
ACT-15906,2024-04-07,Revenue,Daily Sales Deposit,5639.51,Credit,Sales,Customer Payments,ACH
ACT-15907,2024-04-28,Inventory Purchase,General Inventory Purchase entry,1183.29,Debit,Operations,Various Wholesale,Check
ACT-15908,2024-05-20,Utilities,General Utilities entry,1784.64,Debit,Sales,City Power & Water,Check
ACT-15909,2025-01-21,Office Supplies,General Office Supplies entry,940.06,Debit,Marketing,Staples Business,Credit Card
ACT-15910,2023-10-23,Inventory Purchase,General Inventory Purchase entry,741.17,Debit,Sales,Various Wholesale,Credit Card
ACT-15911,2025-07-26,Utilities,General Utilities entry,587.24,Debit,Operations,City Power & Water,Credit Card
ACT-15912,2024-06-02,Utilities,General Utilities entry,621.12,Debit,Admin,City Power & Water,ACH
ACT-15913,2023-01-04,Inventory Purchase,General Inventory Purchase entry,1843.85,Debit,Operations,Various Wholesale,Check
ACT-15914,2024-05-12,Revenue,Daily Sales Deposit,3229.76,Credit,Sales,Customer Payments,ACH
ACT-15915,2024-01-30,Inventory Purchase,General Inventory Purchase entry,1433.78,Debit,Warehouse,Various Wholesale,ACH
ACT-15916,2024-02-09,Utilities,General Utilities entry,1987.58,Debit,Admin,City Power & Water,ACH
ACT-15917,2025-11-13,Office Supplies,General Office Supplies entry,1583.97,Debit,Marketing,Staples Business,Check
ACT-15918,2025-11-11,Revenue,Daily Sales Deposit,2557.89,Credit,Sales,Customer Payments,Check
ACT-15919,2023-05-01,Revenue,Daily Sales Deposit,5486.09,Credit,Sales,Customer Payments,Check
ACT-15920,2024-10-08,Inventory Purchase,General Inventory Purchase entry,1268.48,Debit,Operations,Various Wholesale,Credit Card
ACT-15921,2025-03-06,Revenue,Daily Sales Deposit,1786.21,Credit,Sales,Customer Payments,Credit Card
ACT-15922,2023-02-06,Utilities,General Utilities entry,780.62,Debit,Admin,City Power & Water,ACH
ACT-15923,2023-11-06,Revenue,Daily Sales Deposit,5208.35,Credit,Sales,Customer Payments,ACH
ACT-15924,2025-01-16,Inventory Purchase,General Inventory Purchase entry,1953.49,Debit,Warehouse,Various Wholesale,ACH
ACT-15925,2023-02-20,Utilities,General Utilities entry,1411.93,Debit,Sales,City Power & Water,ACH
ACT-15926,2023-02-17,Utilities,General Utilities entry,740.26,Debit,Admin,City Power & Water,Credit Card
ACT-15927,2024-10-17,Utilities,General Utilities entry,1511.33,Debit,Operations,City Power & Water,Check
ACT-15928,2024-01-30,Office Supplies,General Office Supplies entry,285.59,Debit,Operations,Staples Business,ACH
ACT-15929,2024-05-01,Utilities,General Utilities entry,1818.9,Debit,Operations,City Power & Water,Credit Card
ACT-15930,2024-04-09,Office Supplies,General Office Supplies entry,1449.48,Debit,Sales,Staples Business,ACH
ACT-15931,2024-08-17,Utilities,General Utilities entry,1695.4,Debit,Sales,City Power & Water,Credit Card
ACT-15932,2025-11-21,Utilities,General Utilities entry,218.4,Debit,Admin,City Power & Water,ACH
ACT-15933,2025-06-08,Utilities,General Utilities entry,1466.76,Debit,Warehouse,City Power & Water,ACH
ACT-15934,2024-07-03,Inventory Purchase,General Inventory Purchase entry,755.98,Debit,Operations,Various Wholesale,Credit Card
ACT-15935,2024-04-09,Revenue,Daily Sales Deposit,2586.02,Credit,Sales,Customer Payments,Credit Card
ACT-15936,2023-12-28,Office Supplies,General Office Supplies entry,1103.18,Debit,Admin,Staples Business,Check
ACT-15937,2025-06-20,Revenue,Daily Sales Deposit,3401.57,Credit,Sales,Customer Payments,ACH
ACT-15938,2025-02-23,Revenue,Daily Sales Deposit,1474.37,Credit,Sales,Customer Payments,Check
ACT-15939,2023-08-24,Utilities,General Utilities entry,1014.18,Debit,Admin,City Power & Water,Credit Card
ACT-15940,2025-06-06,Inventory Purchase,General Inventory Purchase entry,537.34,Debit,Operations,Various Wholesale,Check
ACT-15941,2023-06-08,Office Supplies,General Office Supplies entry,547.62,Debit,Sales,Staples Business,Credit Card
ACT-15942,2024-12-27,Utilities,General Utilities entry,1602.87,Debit,Operations,City Power & Water,ACH
ACT-15943,2025-10-22,Revenue,Daily Sales Deposit,6046.48,Credit,Sales,Customer Payments,Check
ACT-15944,2025-06-17,Revenue,Daily Sales Deposit,1275.68,Credit,Sales,Customer Payments,Credit Card
ACT-15945,2024-02-20,Revenue,Daily Sales Deposit,1741.72,Credit,Sales,Customer Payments,Credit Card
ACT-15946,2023-09-02,Inventory Purchase,General Inventory Purchase entry,213.16,Debit,Warehouse,Various Wholesale,Check
ACT-15947,2024-08-07,Office Supplies,General Office Supplies entry,975.45,Debit,Operations,Staples Business,Check
ACT-15948,2023-04-26,Revenue,Daily Sales Deposit,1552.52,Credit,Sales,Customer Payments,Check
ACT-15949,2024-08-17,Revenue,Daily Sales Deposit,3975.03,Credit,Sales,Customer Payments,Check
ACT-15950,2023-06-20,Office Supplies,General Office Supplies entry,1755.37,Debit,Marketing,Staples Business,ACH
ACT-15951,2023-12-16,Revenue,Daily Sales Deposit,2606.04,Credit,Sales,Customer Payments,Credit Card
ACT-15952,2025-09-06,Utilities,General Utilities entry,1009.23,Debit,Admin,City Power & Water,Credit Card
ACT-15953,2025-02-20,Utilities,General Utilities entry,1350.83,Debit,Marketing,City Power & Water,Check
ACT-15954,2024-06-12,Revenue,Daily Sales Deposit,2473.0,Credit,Sales,Customer Payments,ACH
ACT-15955,2024-12-20,Utilities,General Utilities entry,1342.5,Debit,Operations,City Power & Water,Check
ACT-15956,2025-07-01,Office Supplies,General Office Supplies entry,1649.41,Debit,Operations,Staples Business,Check
ACT-15957,2023-10-30,Revenue,Daily Sales Deposit,5897.98,Credit,Sales,Customer Payments,Check
ACT-15958,2023-11-17,Utilities,General Utilities entry,1051.62,Debit,Operations,City Power & Water,Check
ACT-15959,2024-05-20,Office Supplies,General Office Supplies entry,379.34,Debit,Warehouse,Staples Business,ACH
ACT-15960,2025-12-29,Inventory Purchase,General Inventory Purchase entry,844.17,Debit,Operations,Various Wholesale,Credit Card
ACT-15961,2024-02-08,Revenue,Daily Sales Deposit,5442.31,Credit,Sales,Customer Payments,Check
ACT-15962,2024-11-20,Inventory Purchase,General Inventory Purchase entry,639.98,Debit,Sales,Various Wholesale,Credit Card
ACT-15963,2024-01-31,Revenue,Daily Sales Deposit,5446.52,Credit,Sales,Customer Payments,ACH
ACT-15964,2025-09-23,Revenue,Daily Sales Deposit,5673.39,Credit,Sales,Customer Payments,ACH
ACT-15965,2024-11-05,Revenue,Daily Sales Deposit,3752.0,Credit,Sales,Customer Payments,Check
ACT-15966,2023-11-15,Office Supplies,General Office Supplies entry,564.38,Debit,Operations,Staples Business,Credit Card
ACT-15967,2023-06-30,Office Supplies,General Office Supplies entry,1843.02,Debit,Operations,Staples Business,Credit Card
ACT-15968,2024-12-27,Office Supplies,General Office Supplies entry,1091.24,Debit,Marketing,Staples Business,Check
ACT-15969,2023-12-04,Revenue,Daily Sales Deposit,5663.2,Credit,Sales,Customer Payments,Check
ACT-15970,2025-07-07,Revenue,Daily Sales Deposit,2917.24,Credit,Sales,Customer Payments,ACH
ACT-15971,2024-05-08,Revenue,Daily Sales Deposit,6129.56,Credit,Sales,Customer Payments,Check
ACT-15972,2024-04-19,Office Supplies,General Office Supplies entry,94.35,Debit,Sales,Staples Business,ACH
ACT-15973,2023-08-17,Office Supplies,General Office Supplies entry,197.56,Debit,Sales,Staples Business,Credit Card
ACT-15974,2024-07-18,Utilities,General Utilities entry,1556.42,Debit,Operations,City Power & Water,Credit Card
ACT-15975,2024-09-14,Inventory Purchase,General Inventory Purchase entry,654.85,Debit,Warehouse,Various Wholesale,Check
ACT-15976,2023-07-30,Office Supplies,General Office Supplies entry,477.57,Debit,Sales,Staples Business,Check
ACT-15977,2024-01-11,Revenue,Daily Sales Deposit,5217.7,Credit,Sales,Customer Payments,Check
ACT-15978,2025-01-13,Office Supplies,General Office Supplies entry,1466.59,Debit,Marketing,Staples Business,ACH
ACT-15979,2025-03-05,Revenue,Daily Sales Deposit,2191.1,Credit,Sales,Customer Payments,ACH
ACT-15980,2025-08-14,Revenue,Daily Sales Deposit,6043.44,Credit,Sales,Customer Payments,Check
ACT-15981,2025-10-22,Revenue,Daily Sales Deposit,4306.65,Credit,Sales,Customer Payments,Check
ACT-15982,2024-11-19,Revenue,Daily Sales Deposit,4898.96,Credit,Sales,Customer Payments,Check
ACT-15983,2023-07-19,Revenue,Daily Sales Deposit,1599.14,Credit,Sales,Customer Payments,Credit Card
ACT-15984,2024-04-16,Revenue,Daily Sales Deposit,3866.94,Credit,Sales,Customer Payments,Check
ACT-15985,2024-05-18,Revenue,Daily Sales Deposit,4877.44,Credit,Sales,Customer Payments,ACH
ACT-15986,2025-03-31,Office Supplies,General Office Supplies entry,339.26,Debit,Marketing,Staples Business,Credit Card
ACT-15987,2023-03-08,Revenue,Daily Sales Deposit,2889.67,Credit,Sales,Customer Payments,Check
ACT-15988,2024-11-10,Office Supplies,General Office Supplies entry,1703.78,Debit,Marketing,Staples Business,Check
ACT-15989,2024-10-18,Inventory Purchase,General Inventory Purchase entry,144.88,Debit,Marketing,Various Wholesale,Credit Card
ACT-15990,2025-06-30,Revenue,Daily Sales Deposit,4858.66,Credit,Sales,Customer Payments,Credit Card
ACT-15991,2025-07-03,Revenue,Daily Sales Deposit,3055.81,Credit,Sales,Customer Payments,Check
ACT-15992,2023-01-21,Inventory Purchase,General Inventory Purchase entry,1426.34,Debit,Warehouse,Various Wholesale,ACH
ACT-15993,2024-08-16,Utilities,General Utilities entry,231.98,Debit,Sales,City Power & Water,Credit Card
ACT-15994,2024-10-05,Utilities,General Utilities entry,1914.6,Debit,Warehouse,City Power & Water,Check
ACT-15995,2024-11-29,Office Supplies,General Office Supplies entry,995.29,Debit,Warehouse,Staples Business,Check
ACT-15996,2024-11-11,Utilities,General Utilities entry,1985.83,Debit,Marketing,City Power & Water,ACH
ACT-15997,2023-01-06,Office Supplies,General Office Supplies entry,355.64,Debit,Warehouse,Staples Business,Check
ACT-15998,2023-04-10,Inventory Purchase,General Inventory Purchase entry,1408.05,Debit,Admin,Various Wholesale,Credit Card
ACT-15999,2025-09-04,Inventory Purchase,General Inventory Purchase entry,646.58,Debit,Marketing,Various Wholesale,Check
ACT-16000,2024-01-12,Inventory Purchase,General Inventory Purchase entry,259.13,Debit,Operations,Various Wholesale,ACH
ACT-16001,2024-02-01,Office Supplies,General Office Supplies entry,1982.66,Debit,Warehouse,Staples Business,Credit Card
ACT-16002,2025-05-21,Utilities,General Utilities entry,1473.14,Debit,Admin,City Power & Water,Credit Card
ACT-16003,2023-07-14,Inventory Purchase,General Inventory Purchase entry,1165.77,Debit,Sales,Various Wholesale,Credit Card
ACT-16004,2023-04-24,Utilities,General Utilities entry,1708.19,Debit,Admin,City Power & Water,Check
ACT-16005,2023-06-13,Revenue,Daily Sales Deposit,2037.13,Credit,Sales,Customer Payments,Check
ACT-16006,2025-01-04,Revenue,Daily Sales Deposit,1382.04,Credit,Sales,Customer Payments,Check
ACT-16007,2025-07-23,Office Supplies,General Office Supplies entry,1193.17,Debit,Warehouse,Staples Business,Credit Card
ACT-16008,2025-04-19,Revenue,Daily Sales Deposit,2204.8,Credit,Sales,Customer Payments,ACH
ACT-16009,2024-04-12,Utilities,General Utilities entry,72.72,Debit,Sales,City Power & Water,Check
ACT-16010,2024-02-19,Utilities,General Utilities entry,494.04,Debit,Sales,City Power & Water,ACH
ACT-16011,2023-12-25,Revenue,Daily Sales Deposit,5308.39,Credit,Sales,Customer Payments,Credit Card
ACT-16012,2023-10-13,Inventory Purchase,General Inventory Purchase entry,1747.94,Debit,Admin,Various Wholesale,ACH
ACT-16013,2025-11-24,Inventory Purchase,General Inventory Purchase entry,398.08,Debit,Operations,Various Wholesale,Credit Card
ACT-16014,2024-07-27,Office Supplies,General Office Supplies entry,807.6,Debit,Warehouse,Staples Business,Credit Card
ACT-16015,2025-05-27,Revenue,Daily Sales Deposit,4039.78,Credit,Sales,Customer Payments,ACH
ACT-16016,2025-01-21,Office Supplies,General Office Supplies entry,145.69,Debit,Warehouse,Staples Business,Credit Card
ACT-16017,2023-12-27,Office Supplies,General Office Supplies entry,750.22,Debit,Sales,Staples Business,Check
ACT-16018,2023-01-02,Revenue,Daily Sales Deposit,4539.82,Credit,Sales,Customer Payments,Check
ACT-16019,2023-06-07,Inventory Purchase,General Inventory Purchase entry,1058.27,Debit,Warehouse,Various Wholesale,Check
ACT-16020,2024-12-02,Inventory Purchase,General Inventory Purchase entry,777.03,Debit,Operations,Various Wholesale,Credit Card
ACT-16021,2023-04-30,Revenue,Daily Sales Deposit,3184.06,Credit,Sales,Customer Payments,ACH
ACT-16022,2023-08-12,Revenue,Daily Sales Deposit,2234.6,Credit,Sales,Customer Payments,Credit Card
ACT-16023,2023-06-05,Revenue,Daily Sales Deposit,1397.66,Credit,Sales,Customer Payments,ACH
ACT-16024,2025-05-11,Inventory Purchase,General Inventory Purchase entry,1205.1,Debit,Admin,Various Wholesale,Credit Card
ACT-16025,2024-10-21,Revenue,Daily Sales Deposit,2296.02,Credit,Sales,Customer Payments,ACH
ACT-16026,2024-05-09,Utilities,General Utilities entry,1177.6,Debit,Operations,City Power & Water,Credit Card
ACT-16027,2023-06-24,Revenue,Daily Sales Deposit,4723.98,Credit,Sales,Customer Payments,ACH
ACT-16028,2024-04-23,Revenue,Daily Sales Deposit,4465.38,Credit,Sales,Customer Payments,ACH
ACT-16029,2023-05-02,Inventory Purchase,General Inventory Purchase entry,1878.92,Debit,Operations,Various Wholesale,Check
ACT-16030,2025-02-11,Revenue,Daily Sales Deposit,4007.86,Credit,Sales,Customer Payments,ACH
ACT-16031,2025-02-11,Revenue,Daily Sales Deposit,4007.86,Credit,Sales,Customer Payments,ACH
ACT-16032,2025-04-09,Utilities,General Utilities entry,1605.39,Debit,Warehouse,City Power & Water,ACH
ACT-16033,2024-09-24,Revenue,Daily Sales Deposit,3976.88,Credit,Sales,Customer Payments,Credit Card
ACT-16034,2023-09-27,Revenue,Daily Sales Deposit,4976.95,Credit,Sales,Customer Payments,Credit Card
ACT-16035,2023-07-11,Office Supplies,General Office Supplies entry,704.21,Debit,Admin,Staples Business,Credit Card
ACT-16036,2025-11-14,Office Supplies,General Office Supplies entry,1106.66,Debit,Sales,Staples Business,Credit Card
ACT-16037,2024-10-16,Revenue,Daily Sales Deposit,2250.88,Credit,Sales,Customer Payments,Credit Card
ACT-16038,2023-06-13,Inventory Purchase,General Inventory Purchase entry,1173.11,Debit,Warehouse,Various Wholesale,Credit Card
ACT-16039,2023-10-05,Inventory Purchase,General Inventory Purchase entry,1941.54,Debit,Warehouse,Various Wholesale,Check
ACT-16040,2024-01-22,Utilities,General Utilities entry,1669.96,Debit,Operations,City Power & Water,ACH
ACT-16041,2024-10-15,Inventory Purchase,General Inventory Purchase entry,1024.7,Debit,Warehouse,Various Wholesale,Credit Card
ACT-16042,2023-05-05,Revenue,Daily Sales Deposit,5187.09,Credit,Sales,Customer Payments,Check
ACT-16043,2025-11-09,Office Supplies,General Office Supplies entry,1363.51,Debit,Operations,Staples Business,ACH
ACT-16044,2025-06-14,Revenue,Daily Sales Deposit,2857.68,Credit,Sales,Customer Payments,ACH
ACT-16045,2023-10-27,Inventory Purchase,General Inventory Purchase entry,679.1,Debit,Marketing,Various Wholesale,ACH
ACT-16046,2024-02-21,Revenue,Daily Sales Deposit,5798.12,Credit,Sales,Customer Payments,ACH
ACT-16047,2025-05-16,Revenue,Daily Sales Deposit,2948.82,Credit,Sales,Customer Payments,ACH
ACT-16048,2024-10-28,Inventory Purchase,General Inventory Purchase entry,916.86,Debit,Marketing,Various Wholesale,Check
ACT-16049,2024-07-02,Utilities,General Utilities entry,429.85,Debit,Admin,City Power & Water,Check
ACT-16050,2025-04-03,Inventory Purchase,General Inventory Purchase entry,491.61,Debit,Marketing,Various Wholesale,ACH
ACT-16051,2024-04-19,Office Supplies,General Office Supplies entry,863.0,Debit,Warehouse,Staples Business,ACH
ACT-16052,2023-04-26,Revenue,Daily Sales Deposit,3657.52,Credit,Sales,Customer Payments,Credit Card
ACT-16053,2025-12-08,Revenue,Daily Sales Deposit,1822.96,Credit,Sales,Customer Payments,Credit Card
ACT-16054,2023-05-04,Revenue,Daily Sales Deposit,5429.24,Credit,Sales,Customer Payments,Credit Card
ACT-16055,2025-09-02,Revenue,Daily Sales Deposit,5766.04,Credit,Sales,Customer Payments,Credit Card
ACT-16056,2025-05-28,Inventory Purchase,General Inventory Purchase entry,1952.6,Debit,Admin,Various Wholesale,Check
ACT-16057,2025-02-02,Revenue,Daily Sales Deposit,3522.34,Credit,Sales,Customer Payments,Credit Card
ACT-16058,2025-03-24,Office Supplies,General Office Supplies entry,684.24,Debit,Operations,Staples Business,Check
ACT-16059,2023-06-10,Utilities,General Utilities entry,89.12,Debit,Marketing,City Power & Water,Credit Card
ACT-16060,2024-03-23,Utilities,General Utilities entry,1197.96,Debit,Admin,City Power & Water,Credit Card
ACT-16061,2024-01-19,Utilities,General Utilities entry,232.75,Debit,Admin,City Power & Water,Credit Card
ACT-16062,2023-08-31,Utilities,General Utilities entry,1978.86,Debit,Warehouse,City Power & Water,ACH
ACT-16063,2023-10-26,Office Supplies,General Office Supplies entry,774.72,Debit,Warehouse,Staples Business,ACH
ACT-16064,2024-03-03,Utilities,General Utilities entry,872.94,Debit,Operations,City Power & Water,Check
ACT-16065,2025-01-02,Utilities,General Utilities entry,1031.54,Debit,Warehouse,City Power & Water,ACH
ACT-16066,2024-09-20,Office Supplies,General Office Supplies entry,1752.24,Debit,Sales,Staples Business,Credit Card
ACT-16067,2024-11-30,Inventory Purchase,General Inventory Purchase entry,1135.57,Debit,Admin,Various Wholesale,Check
ACT-16068,2023-01-10,Revenue,Daily Sales Deposit,5118.58,Credit,Sales,Customer Payments,ACH
ACT-16069,2024-05-09,Revenue,Daily Sales Deposit,5583.02,Credit,Sales,Customer Payments,Credit Card
ACT-16070,2023-08-29,Office Supplies,General Office Supplies entry,123.62,Debit,Warehouse,Staples Business,ACH
ACT-16071,2025-02-03,Revenue,Daily Sales Deposit,1630.44,Credit,Sales,Customer Payments,ACH
ACT-16072,2024-01-23,Office Supplies,General Office Supplies entry,1955.77,Debit,Operations,Staples Business,ACH
ACT-16073,2024-03-22,Revenue,Daily Sales Deposit,4494.14,Credit,Sales,Customer Payments,Check
ACT-16074,2024-12-25,Inventory Purchase,General Inventory Purchase entry,1023.32,Debit,Admin,Various Wholesale,Credit Card
